xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx || x || x
0000000011100111000000000000000000000000000000001110011100000000 0100001010010111101001011111101001011100000000000000001110100101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000010100101111010010111111010010111000000000000000011101001011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000101001011110100101111110100101110000000000000000111010010111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001010010111101001011111101001011100000000000000001110100101111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010100101111010010111111010010111000000000000000011101001011111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101001011110100101111110100101110000000000000000111010010111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010010111101001011111101001011100000000000000001110100101111110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100101111010010111111010010111000000000000000011101001011111101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001011110100101111110100101110000000000000000111010010111111010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010111101001011111101001011100000000000000001110100101111110100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101111010010111111010010111000000000000000011101001011111101001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011110100101111110100101110000000000000000111010010111111010011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111101001011111101001011100000000000000001110100101111110100111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111010010111111010010111000000000000000011101001011111101001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110100101111110100101110000000000000000111010010111111010011111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101001011111101001011100000000000000001110100101111110100111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010010111111010010111000000000000000011101001011111101001111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100101111110100101110000000000000000111010010111111010011111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001011111101001011100000000000000001110100101111110100111111110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010111111010010111000000000000000011101001011111101001111111100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101111110100101110000000000000000111010010111111010011111111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011111101001011100000000000000001110100101111110100111111110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111111010010111000000000000000011101001011111101001111111100111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111110100101110000000000000000111010010111111010011111111001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111101001011100000000000000001110100101111110100111111110011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111010010111000000000000000011101001011111101001111111100111100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110100101110000000000000000111010010111111010011111111001111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101001011100000000000000001110100101111110100111111110011110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010010111000000000000000011101001011111101001111111100111100111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100101110000000000000000111010010111111010011111111001111001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001011100000000000000001110100101111110100111111110011110011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010111000000000000000011101001011111101001111111100111100111100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101110000000000000000111010010111111010011111111001111001111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011100000000000000001110100101111110100111111110011110011110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111000000000000000011101001011111101001111111100111100111100111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110000000000000000111010010111111010011111111001111001111001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100000000000000001110100101111110100111111110011110011110011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000000000000000011101001011111101001111111100111100111100111000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000000000000111010010111111010011111111001111001111001110001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000000000001110100101111110100111111110011110011110011100010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000000000011101001011111101001111111100111100111100111000100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000000000111010010111111010011111111001111001111001110001000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000000001110100101111110100111111110011110011110011100010000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000000011101001011111101001111111100111100111100111000100000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000000111010010111111010011111111001111001111001110001000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000001110100101111110100111111110011110011110011100010000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000011101001011111101001111111100111100111100111000100000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000111010010111111010011111111001111001111001110001000000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000001110100101111110100111111110011110011110011100010000000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000011101001011111101001111111100111100111100111000100000000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000111010010111111010011111111001111001111001110001000000000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001110100101111110100111111110011110011110011100010000000000001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011101001011111101001111111100111100111100111000100000000000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111010010111111010011111111001111001111001110001000000000000100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110100101111110100111111110011110011110011100010000000000001000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101001011111101001111111100111100111100111000100000000000010001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010010111111010011111111001111001111001110001000000000000100011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100101111110100111111110011110011110011100010000000000001000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001011111101001111111100111100111100111000100000000000010001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010111111010011111111001111001111001110001000000000000100011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101111110100111111110011110011110011100010000000000001000111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011111101001111111100111100111100111000100000000000010001110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111111010011111111001111001111001110001000000000000100011100111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111110100111111110011110011110011100010000000000001000111001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111101001111111100111100111100111000100000000000010001110011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111010011111111001111001111001110001000000000000100011100111100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110100111111110011110011110011100010000000000001000111001111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101001111111100111100111100111000100000000000010001110011110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010011111111001111001111001110001000000000000100011100111100111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100111111110011110011110011100010000000000001000111001111001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001111111100111100111100111000100000000000010001110011110011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011111111001111001111001110001000000000000100011100111100111101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111111110011110011110011100010000000000001000111001111001111010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111111100111100111100111000100000000000010001110011110011110101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111111001111001111001110001000000000000100011100111100111101010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111110011110011110011100010000000000001000111001111001111010100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111100111100111100111000100000000000010001110011110011110101000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111001111001111001110001000000000000100011100111100111101010000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110011110011110011100010000000000001000111001111001111010100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100111100111100111000100000000000010001110011110011110101000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001111001111001110001000000000000100011100111100111101010000101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011110011110011100010000000000001000111001111001111010100001011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111100111100111000100000000000010001110011110011110101000010110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111001111001110001000000000000100011100111100111101010000101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110011110011100010000000000001000111001111001111010100001011011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100111100111000100000000000010001110011110011110101000010110110 || 0 || 1
